Category,Page Title,Page URL,Page URI,Regex Pattern
Edit Homepage and Navbar,Edit Theme,https://gastate.view.usg.edu/d2l/lp/navbars/2703385/theme/edit/edit/68078,/d2l/lp/navbars/2703385/theme/edit/edit/68078,^/d2l/lp/navbars/[0-9]+/theme/edit.*$
Edit Homepage and Navbar,Themes,https://gastate.view.usg.edu/d2l/lp/navbars/2703385/themes/list,/d2l/lp/navbars/2703385/themes/list,^/d2l/lp/navbars/[0-9]+/themes/list.*$
Edit Quiz,Syllabus Quiz,https://gastate.view.usg.edu/d2l/le/activities/edit/TVRBM01EVTFOVjgxTVRBd01GODBOVFl3TkRrdy4yNzAzMzg1?launchedFromLessons=False&returnUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fquizzes_manage.d2l%3fou%3d2703385&returnText=Back+to+Manage+Quizzes&optOutUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fmodify%2fquiz_newedit_properties.d2l%3fou%3d2703385%26qi%3d4560490,/d2l/le/activities/edit/TVRBM01EVTFOVjgxTVRBd01GODBOVFl3TkRrdy4yNzAzMzg1?launchedFromLessons=False&returnUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fquizzes_manage.d2l%3fou%3d2703385&returnText=Back+to+Manage+Quizzes&optOutUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fmodify%2fquiz_newedit_properties.d2l%3fou%3d2703385%26qi%3d4560490,^/d2l/le/activities/edit/[a-zA-Z0-9]+\\?.*returnUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fquizzes_manage\\.d2l.*$
Edit Quiz,Edit Quiz,https://gastate.view.usg.edu/d2l/le/activities/edit/TVRBM01EVTFOVjgxTVRBd01GODFNamc0TmpBeS4yNzAzMzg1?launchedFromLessons=False&returnUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fquizzes_manage.d2l%3fou%3d2703385&isNew=True&returnText=Back+to+Manage+Quizzes&optOutUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fmodify%2fquiz_newedit_properties.d2l%3fou%3d2703385%26qi%3d5288602,/d2l/le/activities/edit/TVRBM01EVTFOVjgxTVRBd01GODFNamc0TmpBeS4yNzAzMzg1?launchedFromLessons=False&returnUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fquizzes_manage.d2l%3fou%3d2703385&isNew=True&returnText=Back+to+Manage+Quizzes&optOutUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fmodify%2fquiz_newedit_properties.d2l%3fou%3d2703385%26qi%3d5288602,^/d2l/le/activities/edit/[a-zA-Z0-9]+\\?.*returnUrl=%2fd2l%2flms%2fquizzing%2fadmin%2fquizzes_manage\\.d2l.*$
Edit Quiz,Syllabus Quiz Preview,https://gastate.view.usg.edu/d2l/lms/quizzing/user/quiz_summary.d2l?ou=2703385&qi=4560490&isprv=1&fromQB=1&bp=1,/d2l/lms/quizzing/user/quiz_summary.d2l?ou=2703385&qi=4560490&isprv=1&fromQB=1&bp=1,^/d2l/lms/quizzing/user/quiz_summary\\.d2l.*$
Email,Email,https://gastate.view.usg.edu/d2l/lms/email/frame.d2l?ou=1070555,/d2l/lms/email/frame.d2l?ou=1070555,^/d2l/lms/email/frame\\.d2l.*$
Entering Grades and Configuring Settings,Enter Grades,https://gastate.view.usg.edu/d2l/lms/grades/admin/enter/user_list_view.d2l?ou=2703385,/d2l/lms/grades/admin/enter/user_list_view.d2l?ou=2703385,^/d2l/lms/grades/admin/enter/user_list_view\\.d2l.*$
Entering Grades and Configuring Settings,View Event Log,https://gastate.view.usg.edu/d2l/lms/grades/admin/manage/gradebook_eventlog.d2l?gradesArea=1&ou=2703385,/d2l/lms/grades/admin/manage/gradebook_eventlog.d2l?gradesArea=1&ou=2703385,^/d2l/lms/grades/admin/manage/gradebook_eventlog\\.d2l.*$
Entering Grades and Configuring Settings,Calculation Options,https://gastate.view.usg.edu/d2l/lms/grades/admin/settings/calculation_options.d2l?d2l_isfromtab=1&ou=2703385,/d2l/lms/grades/admin/settings/calculation_options.d2l?d2l_isfromtab=1&ou=2703385,^/d2l/lms/grades/admin/settings/calculation_options\\.d2l.*$
Entering Grades and Configuring Settings,Org Unit Display Options,https://gastate.view.usg.edu/d2l/lms/grades/admin/settings/orgunit_display_options.d2l?d2l_isfromtab=1&ou=2703385,/d2l/lms/grades/admin/settings/orgunit_display_options.d2l?d2l_isfromtab=1&ou=2703385,^/d2l/lms/grades/admin/settings/orgunit_display_options\\.d2l.*$
Entering Grades and Configuring Settings,Personal Display Options,https://gastate.view.usg.edu/d2l/lms/grades/admin/settings/personal_display_options.d2l?ou=2703385,/d2l/lms/grades/admin/settings/personal_display_options.d2l?ou=2703385,^/d2l/lms/grades/admin/settings/personal_display_options\\.d2l.*$
Export Grades,Demo Student,https://gastate.view.usg.edu/d2l/lms/grades/admin/enter/grade_user_edit.d2l?ou=2703385&d2l_iterId=56867751&d2l_itemId=2070905,/d2l/lms/grades/admin/enter/grade_user_edit.d2l?ou=2703385&d2l_iterId=56867751&d2l_itemId=2070905,^/d2l/lms/grades/admin/enter/grade_user_edit\\.d2l.*$
Export Grades,Export Grades,https://gastate.view.usg.edu/d2l/lms/grades/admin/importexport/export/options_edit.d2l?ou=2703385,/d2l/lms/grades/admin/importexport/export/options_edit.d2l?ou=2703385,^/d2l/lms/grades/admin/importexport/export/options_edit\\.d2l.*$
Export Grades,View Event Log,https://gastate.view.usg.edu/d2l/lms/grades/admin/manage/gradebook_eventlog.d2l?gradesArea=1&ou=2703385,/d2l/lms/grades/admin/manage/gradebook_eventlog.d2l?gradesArea=1&ou=2703385,^/d2l/lms/grades/admin/manage/gradebook_eventlog\\.d2l.*$
External Learning Tools,LTI Advantage Links,https://gastate.view.usg.edu/d2l/le/ltiadvantage/2703385/links?ou=2703385,/d2l/le/ltiadvantage/2703385/links?ou=2703385,^/d2l/le/ltiadvantage/[0-9]+/links.*$
External Learning Tools,Manage Links,https://gastate.view.usg.edu/d2l/lms/links/manage_links.d2l?ou=2703385,/d2l/lms/links/manage_links.d2l?ou=2703385,^/d2l/lms/links/manage_links\\.d2l.*$
External Learning Tools,Tool Status,https://gastate.view.usg.edu/d2l/lp/tools/orgUnits/2703385,/d2l/lp/tools/orgUnits/2703385,^/d2l/lp/tools/orgUnits/[0-9]+.*$
FAQs,New FAQ Category,https://gastate.view.usg.edu/d2l/lms/faq/category_newedit.d2l?ou=2703385,/d2l/lms/faq/category_newedit.d2l?ou=2703385,^/d2l/lms/faq/.*$
FAQs,Manage FAQ,https://gastate.view.usg.edu/d2l/lms/faq/manage_Faq.d2l?ext=0&ou=2703385,/d2l/lms/faq/manage_Faq.d2l?ext=0&ou=2703385,^/d2l/lms/faq/.*$
FAQs,New Question,https://gastate.view.usg.edu/d2l/lms/faq/question_newedit.d2l?ou=2703385,/d2l/lms/faq/question_newedit.d2l?ou=2703385,^/d2l/lms/faq/.*$
Generic LTI,LTI prefix?,https://gastate.view.usg.edu/d2l/common/dialogs/quickLink,/d2l/common/dialogs/quickLink,^/d2l/common/dialogs/quickLink/quickLink\\.d2l.*$
Generic LTI,OAuth Consent,https://gastate.view.usg.edu/d2l/lp/auth/oauth2/consent?client=ea8cb525-3dde-42fe-a7c8-37968979a8d0&scope=core%3a*%3a*+grades%3agradeobjects%3awrite+grades%3agradeobjects%3aread+grades%3agradevalues%3awrite&x_state=vt.us-east-1.JdHjaQLHCR6RBcV5NL5VuVV9CswDiheW_MDi6VndU00,/d2l/lp/auth/oauth2/consent?client=ea8cb525-3dde-42fe-a7c8-37968979a8d0&scope=core%3a*%3a*+grades%3agradeobjects%3awrite+grades%3agradeobjects%3aread+grades%3agradevalues%3awrite&x_state=vt.us-east-1.JdHjaQLHCR6RBcV5NL5VuVV9CswDiheW_MDi6VndU00,^/d2l/lp/auth/oauth2/consent.*$
Global Homepage,Global Homepage,https://gastate.view.usg.edu/d2l/home,/d2l/home,^/d2l/home(\\?.*)?$
Glossary,Glossary,https://gastate.view.usg.edu/d2l/lms/glossary/glossary.d2l?ou=2703385,/d2l/lms/glossary/glossary.d2l?ou=2703385,^/d2l/lms/glossary/.*$
Glossary,Import Terms,https://gastate.view.usg.edu/d2l/lms/glossary/import.d2l?ou=2703385&nb=0,/d2l/lms/glossary/import.d2l?ou=2703385&nb=0,^/d2l/lms/glossary/.*$
Gradebook Setup,Import Grades,https://gastate.view.usg.edu/d2l/lms/grades/admin/importexport/import/file_select.d2l?ou=2703385,/d2l/lms/grades/admin/importexport/import/file_select.d2l?ou=2703385,^/d2l/lms/grades/admin/importexport/import/file_select\\.d2l.*$
Gradebook Setup,Manage Grades,https://gastate.view.usg.edu/d2l/lms/grades/admin/manage/gradeslist.d2l?ou=2703385,/d2l/lms/grades/admin/manage/gradeslist.d2l?ou=2703385,^/d2l/lms/grades/admin/manage/gradeslist\\.d2l.*$
Gradebook Setup,Schemes List,https://gastate.view.usg.edu/d2l/lms/grades/admin/schemes/schemes_list.d2l?ou=2703385,/d2l/lms/grades/admin/schemes/schemes_list.d2l?ou=2703385,^/d2l/lms/grades/admin/schemes/schemes_list\\.d2l.*$
Gradebook Setup,Grades Setup Wizard,https://gastate.view.usg.edu/d2l/lms/grades/admin/settings/wizard_options.d2l?ou=2703385,/d2l/lms/grades/admin/settings/wizard_options.d2l?ou=2703385,^/d2l/lms/grades/admin/settings/wizard_options\\.d2l.*$
Grading Quizzes,Grade Quiz,https://gastate.view.usg.edu/d2l/lms/quizzing/admin/mark/quiz_mark_users.d2l?qi=4560490&ou=2703385,/d2l/lms/quizzing/admin/mark/quiz_mark_users.d2l?qi=4560490&ou=2703385,^/d2l/lms/quizzing/admin/mark/.*$
Grading Quizzes,Statistics,https://gastate.view.usg.edu/d2l/lms/quizzing/admin/stats/stats_course.d2l?ou=2703385,/d2l/lms/quizzing/admin/stats/stats_course.d2l?ou=2703385,^/d2l/lms/quizzing/admin/stats/.*$
Grading Quizzes,View Statistics (Question),https://gastate.view.usg.edu/d2l/lms/quizzing/admin/stats/stats_question.d2l?d2l_isfromtab=1&qi=4560490&ie=True&ou=2703385,/d2l/lms/quizzing/admin/stats/stats_question.d2l?d2l_isfromtab=1&qi=4560490&ie=True&ou=2703385,^/d2l/lms/quizzing/admin/stats/.*$
Grading Quizzes,View Statistics (Question details),https://gastate.view.usg.edu/d2l/lms/quizzing/admin/stats/stats_question_details.d2l?d2l_isfromtab=1&qi=4560490&ie=True&ou=2703385,/d2l/lms/quizzing/admin/stats/stats_question_details.d2l?d2l_isfromtab=1&qi=4560490&ie=True&ou=2703385,^/d2l/lms/quizzing/admin/stats/.*$
Grading Quizzes,View Statistics (User),https://gastate.view.usg.edu/d2l/lms/quizzing/admin/stats/stats_user.d2l?qi=4560490&ou=2703385,/d2l/lms/quizzing/admin/stats/stats_user.d2l?qi=4560490&ou=2703385,^/d2l/lms/quizzing/admin/stats/.*$
Groups,New Category,https://gastate.view.usg.edu/d2l/lms/group/category_newedit.d2l?ou=2703385,/d2l/lms/group/category_newedit.d2l?ou=2703385,^/d2l/lms/group/.*$
Groups,Edit Category- Test Group,https://gastate.view.usg.edu/d2l/lms/group/category_newedit.d2l?ou=2703385&categoryId=982633,/d2l/lms/group/category_newedit.d2l?ou=2703385&categoryId=982633,^/d2l/lms/group/.*$
Groups,Enroll Users- Test Group,https://gastate.view.usg.edu/d2l/lms/group/group_enroll.d2l?ou=2703385&categoryId=982633&groupId=3048652,/d2l/lms/group/group_enroll.d2l?ou=2703385&categoryId=982633&groupId=3048652,^/d2l/lms/group/.*$
Groups,Manage Groups,https://gastate.view.usg.edu/d2l/lms/group/group_list.d2l?ou=2703385,/d2l/lms/group/group_list.d2l?ou=2703385,^/d2l/lms/group/.*$
Groups,Edit Group,https://gastate.view.usg.edu/d2l/lms/group/group_list.d2l?ou=2703385,/d2l/lms/group/group_list.d2l?ou=2703385,^/d2l/lms/group/.*$
Groups,Group Display Options,https://gastate.view.usg.edu/d2l/lms/group/group_member_list_settings.d2l?ou=2703385,/d2l/lms/group/group_member_list_settings.d2l?ou=2703385,^/d2l/lms/group/.*$
Groups,About Groups,https://gastate.view.usg.edu/d2l/lp/inlineHelp/2703385/help?titleTerm=Groups.OrientationText.hdgGroups&descriptionTerm=Groups.OrientationText.txtGroups,/d2l/lp/inlineHelp/2703385/help?titleTerm=Groups.OrientationText.hdgGroups&descriptionTerm=Groups.OrientationText.txtGroups,^/d2l/lp/inlineHelp/[0-9]+/help\\?titleTerm=Groups.OrientationText.hdgGroups&descriptionTerm=Groups.OrientationText.txtGroups
iLearn,iLearn,https://gastate.view.usg.edu/d2l/lp/navbars/1070555/customlinks/external/1610881,/d2l/lp/navbars/1070555/customlinks/external/1610881,^/d2l/lp/navbars/1070555/customlinks/external/1610881.*$
Intelligent Agents,Agent List,https://gastate.view.usg.edu/d2l/lms/IntelligentAgents/AgentList.d2l?ou=2703385,/d2l/lms/IntelligentAgents/AgentList.d2l?ou=2703385,^/d2l/lms/IntelligentAgents/.*$
Intelligent Agents,Edit Categories,https://gastate.view.usg.edu/d2l/lms/IntelligentAgents/AgentList.d2l?ou=2703385,/d2l/lms/IntelligentAgents/AgentList.d2l?ou=2703385,^/d2l/lms/IntelligentAgents/.*$
Intelligent Agents,Export Agent History,https://gastate.view.usg.edu/d2l/lms/intelligentAgents/export.d2l?ou=2703385,/d2l/lms/intelligentAgents/export.d2l?ou=2703385,^/d2l/lms/IntelligentAgents/.*$
Intelligent Agents,Restore Agents,https://gastate.view.usg.edu/d2l/lms/IntelligentAgents/restoreAgents.d2l?ou=2703385,/d2l/lms/IntelligentAgents/restoreAgents.d2l?ou=2703385,^/d2l/lms/IntelligentAgents/.*$
Kaltura,Kaltura My Media,https://gastate.view.usg.edu/d2l/common/dialogs/quickLink/quickLink.d2l?ou=2703385&type=lti&rcode=usgx-32285594&srcou=1070555&launchFramed=1&framedName=Kaltura+My+Media,/d2l/common/dialogs/quickLink/quickLink.d2l?ou=2703385&type=lti&rcode=usgx-32285594&srcou=1070555&launchFramed=1&framedName=Kaltura+My+Media,^/d2l/common/dialogs/quickLink/quickLink\\.d2l\\?.*framedName=Katura.*$
Kaltura,Kaltura Course Gallery,https://gastate.view.usg.edu/d2l/common/dialogs/quickLink/quickLink.d2l?ou=2703385&type=lti&rcode=usgx-32285595&srcou=1070555&launchFramed=1&framedName=Kaltura+Course+Gallery,/d2l/common/dialogs/quickLink/quickLink.d2l?ou=2703385&type=lti&rcode=usgx-32285595&srcou=1070555&launchFramed=1&framedName=Kaltura+Course+Gallery,^/d2l/common/dialogs/quickLink/quickLink\\.d2l\\?.*framedName=Katura.*$
Lockdown,LockDown Browser,https://gastate.view.usg.edu/d2l/lms/quizzing/admin/modify/quiz_newedit_respondus.d2l?ou=2703385,/d2l/lms/quizzing/admin/modify/quiz_newedit_respondus.d2l?ou=2703385,^/d2l/lms/quizzing/admin/modify/quiz_newedit_respondus\\.d2l.*$
Manage Files,Manage Files,https://gastate.view.usg.edu/d2l/lp/manageFiles/main.d2l?ou=2703385,/d2l/lp/manageFiles/main.d2l?ou=2703385,^/d2l/lp/manageFiles/.*$
Manage Quizzes,Edit Categories,https://gastate.view.usg.edu/d2l/lms/quizzing/admin/quizzes_categories.d2l?ou=2703385,/d2l/lms/quizzing/admin/quizzes_categories.d2l?ou=2703385,^/d2l/lms/quizzing/admin/quizzes_.*$
Manage Quizzes,Manage Quizzes,https://gastate.view.usg.edu/d2l/lms/quizzing/admin/quizzes_manage.d2l?ou=2703385,/d2l/lms/quizzing/admin/quizzes_manage.d2l?ou=2703385,^/d2l/lms/quizzing/admin/quizzes_.*$
Manage Quizzes,Bulk Edit Quizzes,https://gastate.view.usg.edu/d2l/lms/quizzing/admin/quizzes_quickedit.d2l?ql=4560490&ql=4560491&ql=4560494&ql=4560495&ql=4560496&ql=4560497&ql=4560498&ql=4560499&ql=4560500&ql=4560501&ql=4560502&ql=4560503&ql=4560504&ql=4560505&ql=4560506&ql=4560507&ql=4560508&ql=4560509&ql=4560492&ql=4560493&ou=2703385,/d2l/lms/quizzing/admin/quizzes_quickedit.d2l?ql=4560490&ql=4560491&ql=4560494&ql=4560495&ql=4560496&ql=4560497&ql=4560498&ql=4560499&ql=4560500&ql=4560501&ql=4560502&ql=4560503&ql=4560504&ql=4560505&ql=4560506&ql=4560507&ql=4560508&ql=4560509&ql=4560492&ql=4560493&ou=2703385,^/d2l/lms/quizzing/admin/quizzes_.*$
Manage Quizzes,Reorder Quizzes,https://gastate.view.usg.edu/d2l/lms/quizzing/admin/quizzes_reorder.d2l?ou=2703385,/d2l/lms/quizzing/admin/quizzes_reorder.d2l?ou=2703385,^/d2l/lms/quizzing/admin/quizzes_.*$
Manage Quizzes,Restore Quizzes,https://gastate.view.usg.edu/d2l/lms/quizzing/admin/quizzes_reorder.d2l?ou=2703385,/d2l/lms/quizzing/admin/quizzes_reorder.d2l?ou=2703385,^/d2l/lms/quizzing/admin/quizzes_.*$
Notifications,Notifications,https://gastate.view.usg.edu/d2l/Notifications/Settings?ou=1070555&global=0,/d2l/Notifications/Settings?ou=1070555&global=0,^/d2l/Notifications/.*$
Question Library,Question Library - New Section,https://gastate.view.usg.edu/d2l/lms/qc/main_frame.d2l?ctid=1&ti=32000&ou=2703385,/d2l/lms/qc/main_frame.d2l?ctid=1&ti=32000&ou=2703385,^/d2l/lms/qc/main_frame\\.d2l.*$
Question Library,Question Library - True or False,https://gastate.view.usg.edu/d2l/lms/qc/main_frame.d2l?ctid=1&ti=32000&ou=2703385,/d2l/lms/qc/main_frame.d2l?ctid=1&ti=32000&ou=2703385,^/d2l/lms/qc/main_frame\\.d2l.*$
Question Library,Question Library,https://gastate.view.usg.edu/d2l/lms/qc/main_frame.d2l?ctid=1&ti=51000&ou=2703385,/d2l/lms/qc/main_frame.d2l?ctid=1&ti=51000&ou=2703385,^/d2l/lms/qc/main_frame\\.d2l.*$
Question Library,Question Library - Help,https://gastate.view.usg.edu/d2l/lp/inlineHelp/2703385/help?titleTerm=QuestionCollection.OrientationText.hdgQuestionLibrary&descriptionTerm=QuestionCollection.OrientationText.txtQuestionLibrary,/d2l/lp/inlineHelp/2703385/help?titleTerm=QuestionCollection.OrientationText.hdgQuestionLibrary&descriptionTerm=QuestionCollection.OrientationText.txtQuestionLibrary,^/d2l/lp/inlineHelp/[0-9]+/help\\?.*titleTerm=QuestionCollection\\.OrientationText\\.hdgQuestionLibrary.*$
Quick Eval,Quick Eval,https://gastate.view.usg.edu/d2l/le/2809977/quickeval/,/d2l/le/2809977/quickeval/,^/d2l/le/[0-9]+/quickeval/.*$
Rubrics,Edit Rubric,https://gastate.view.usg.edu/d2l/lp/rubrics/edit_structure.d2l?ou=2703385&rubricId=849399,/d2l/lp/rubrics/edit_structure.d2l?ou=2703385&rubricId=849399,^/d2l/lp/rubrics/.*$
Rubrics,Rubrics,https://gastate.view.usg.edu/d2l/lp/rubrics/list.d2l?ou=2703385,/d2l/lp/rubrics/list.d2l?ou=2703385,^/d2l/lp/rubrics/.*$
Student Progress,Demo Student (Progress),https://gastate.view.usg.edu/d2l/le/classprogress/userprogress/2070905/2703385/Summary?searchString=&sortDirection=0&sortField=SortLastName&classListFilterKey=all,/d2l/le/classprogress/userprogress/2070905/2703385/Summary?searchString=&sortDirection=0&sortField=SortLastName&classListFilterKey=all,^/d2l/le/classprogress/userprogress/.*$
Student Progress,Class Progress,https://gastate.view.usg.edu/d2l/le/userprogress/2703385/classprogress/List?searchString=&sortDescending=0&sortField=SortLastName,/d2l/le/userprogress/2703385/classprogress/List?searchString=&sortDescending=0&sortField=SortLastName,^/d2l/le/userprogress/.*$
Surveys,New Survey (from module),https://gastate.view.usg.edu/d2l/le/content/2703385/Survey/New?mId=52321096,/d2l/le/content/2703385/Survey/New?mId=52321096,^/d2l/le/content/[0-9]+/Survey/.*$
Surveys,New Survey - Objectives,https://gastate.view.usg.edu/d2l/lms/survey/admin/modify/survey_newedit_activities.d2l?d2l_isfromtab=1&si=5293454&ou=2703385,/d2l/lms/survey/admin/modify/survey_newedit_activities.d2l?d2l_isfromtab=1&si=5293454&ou=2703385,^/d2l/lms/survey/.*$
Surveys,New Survey (w/Name) - Properties,https://gastate.view.usg.edu/d2l/lms/survey/admin/modify/survey_newedit_properties.d2l?d2l_isfromtab=1&si=5293454&ou=2703385,/d2l/lms/survey/admin/modify/survey_newedit_properties.d2l?d2l_isfromtab=1&si=5293454&ou=2703385,^/d2l/lms/survey/.*$
Surveys,New Survey ,https://gastate.view.usg.edu/d2l/lms/survey/admin/modify/survey_newedit_properties.d2l?ou=2703385,/d2l/lms/survey/admin/modify/survey_newedit_properties.d2l?ou=2703385,^/d2l/lms/survey/.*$
Surveys,New Survey - Reports Setup,https://gastate.view.usg.edu/d2l/lms/survey/admin/modify/survey_newedit_reports.d2l?d2l_isfromtab=1&si=5293454&ou=2703385,/d2l/lms/survey/admin/modify/survey_newedit_reports.d2l?d2l_isfromtab=1&si=5293454&ou=2703385,^/d2l/lms/survey/.*$
Surveys,New Survey - Restrictions,https://gastate.view.usg.edu/d2l/lms/survey/admin/modify/survey_newedit_restrictions.d2l?d2l_isfromtab=1&si=5293454&ou=2703385,/d2l/lms/survey/admin/modify/survey_newedit_restrictions.d2l?d2l_isfromtab=1&si=5293454&ou=2703385,^/d2l/lms/survey/.*$
Surveys,Edit Categories,https://gastate.view.usg.edu/d2l/lms/survey/admin/surveys_categories.d2l?ou=2703385,/d2l/lms/survey/admin/surveys_categories.d2l?ou=2703385,^/d2l/lms/survey/.*$
Surveys,Manage Surveys,https://gastate.view.usg.edu/d2l/lms/survey/admin/surveys_manage.d2l?ou=2703385,/d2l/lms/survey/admin/surveys_manage.d2l?ou=2703385,^/d2l/lms/survey/.*$
User Profile,Edit User Profile,https://gastate.view.usg.edu/d2l/lp/profile/profile_edit.d2l?ou=2703385,/d2l/lp/profile/profile_edit.d2l?ou=2703385,^/d2l/lp/profile/profile_edit.d2l.*$
Webex,Webex,https://gastate.view.usg.edu/d2l/common/dialogs/quickLink/quickLink.d2l?ou=2703385&type=lti&rcode=usgx-14639007&srcou=1070555&launchFramed=1&framedName=Webex,/d2l/common/dialogs/quickLink/quickLink.d2l?ou=2703385&type=lti&rcode=usgx-14639007&srcou=1070555&launchFramed=1&framedName=Webex,^/d2l/common/dialogs/quickLink/quickLink\\.d2l\\?.*framedName=Webex.*$
Webex,Loadingï¿½,https://gastate.view.usg.edu/d2l/lp/auth/oauth2/consent?client=ea8cb525-3dde-42fe-a7c8-37968979a8d0&scope=core%3a*%3a*+grades%3agradeobjects%3awrite+grades%3agradeobjects%3aread+grades%3agradevalues%3awrite&x_state=vt.us-east-1.JdHjaQLHCR6RBcV5NL5VuVV9CswDiheW_MDi6VndU00,/d2l/lp/auth/oauth2/consent?client=ea8cb525-3dde-42fe-a7c8-37968979a8d0&scope=core%3a*%3a*+grades%3agradeobjects%3awrite+grades%3agradeobjects%3aread+grades%3agradevalues%3awrite&x_state=vt.us-east-1.JdHjaQLHCR6RBcV5NL5VuVV9CswDiheW_MDi6VndU00,^/d2l/lp/auth/oauth2/consent\\?.*client=ea8cb525-3dde-42fe-a7c8-37968979a8d0.*$
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
